siren,nic,siret,statutDiffusionEtablissement,dateCreationEtablissement,trancheEffectifsEtablissement,anneeEffectifsEtablissement,activitePrincipaleRegistreMetiersEtablissement,dateDernierTraitementEtablissement,etablissementSiege,etatAdministratifUniteLegale,statutDiffusionUniteLegale,unitePurgeeUniteLegale,dateCreationUniteLegale,categorieJuridiqueUniteLegale,denominationUniteLegale,sigleUniteLegale,sexeUniteLegale,nomUniteLegale,nomUsageUniteLegale,prenom1UniteLegale,prenom2UniteLegale,prenom3UniteLegale,prenom4UniteLegale,prenomUsuelUniteLegale,pseudonymeUniteLegale,activitePrincipaleUniteLegale,nomenclatureActivitePrincipaleUniteLegale,identifiantAssociationUniteLegale,economieSocialeSolidaireUniteLegale,societeMissionUniteLegale,trancheEffectifsUniteLegale,anneeEffectifsUniteLegale,nicSiegeUniteLegale,dateDernierTraitementUniteLegale,categorieEntreprise,anneeCategorieEntreprise,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,dernierNumeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,codeCommuneEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,identifiantAdresseEtablissement,coordonneeLambertAbscisseEtablissement,coordonneeLambertOrdonneeEtablissement,etatAdministratifEtablissement,enseigne1Etablissement,enseigne2Etablissement,enseigne3Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,nomenclatureActivitePrincipaleEtablissement,caractereEmployeurEtablissement,activitePrincipaleNAF25Etablissement
441285889,00032,44128588900032,O,2024-01-26,NN,,,2025-12-05T17:10:28.561,true,A,O,,2002-03-13,1000,,,M,NIKOLIC,,DRAGOSLAV,,,,DRAGOSLAV,,43.22A,NAFRev2,,,,NN,,00032,2025-12-06T07:46:18.536,PME,2023,,78,,,RUE,"DES ANANAS, HAMEAU DE PREFONTAIN",97355,MACOURIA,,97305,,,,,,A,,,,,43.22A,NAFRev2,N,43.22G
442803847,00015,44280384700015,O,2002-07-10,NN,,4221ZA,2025-12-06T04:03:16.154,true,A,O,,2002-07-10,1000,,,M,HYACINTHE,,DARTAGNAN,,,,DARTAGNAN,,43.22A,NAFRev2,,,,NN,,00015,2025-12-06T05:56:26.705,PME,2023,,54,,,CHE,DE TROUBIRAN,97300,CAYENNE,,97302,,,,,,A,,,,,43.22A,NAFRev2,N,43.22G
447910308,00025,44791030800025,O,2021-04-17,NN,,,2025-12-05T16:17:18.384,true,A,O,,2003-03-17,1000,,,M,MOREAU,,PATRICK,,,,PATRICK,,43.22A,NAFRev2,,,,NN,,00025,2025-12-06T09:26:35.627,PME,2023,,495,,,RUE,DES BRUNES,97356,MONTSINERY-TONNEGRANDE,,97313,,,97313505j_B,338527.1579702256,546799.0942229757,A,,,,PATRICK MOREAU,43.22A,NAFRev2,N,43.22G
448490664,00027,44849066400027,O,2003-06-07,NN,,4399CZ,2025-12-06T04:13:42.659,true,A,O,,2003-06-07,1000,,,M,JEANTILHOMME,,EDRICE,,,,EDRICE,,43.22A,NAFRev2,,,,NN,,00027,2025-12-06T06:24:33.312,PME,2023,LA CHAUMIERE,,,,LOTISSEMENT,LES LOUSSAIS,97351,MATOURY,,97307,,,97307A031_B,350176.8035846484,540284.185026472,A,,,,,43.22A,NAFRev2,N,43.22G
449028810,00017,44902881000017,O,2003-01-01,03,2023,1107BZ,2025-12-05T16:10:54.641,true,A,O,,2003-01-01,5499,SNA BTP,,,,,,,,,,,43.22A,NAFRev2,,,,03,2023,00017,2025-12-06T09:12:55.673,PME,2023,,2,,,RUE,THIERS,97320,SAINT-LAURENT-DU-MARONI,,97311,,,973110200_B,164048.59951071342,608830.7065517184,A,,,,,43.22A,NAFRev2,O,43.22G
452722762,00039,45272276200039,O,2017-12-04,NN,,4322AZ,2025-12-05T17:25:40.163,true,A,O,,2004-03-22,1000,,,M,GEORGES,,ROBERT,,,,ROBERT,,43.22A,NAFRev2,,,,NN,,00039,2025-12-06T10:14:48.81,PME,2023,CITE THEMIRE,35,,,RUE,RENE MARAN,97300,CAYENNE,,97302,,,973020865_B,353456.0808099777,545491.6029184982,A,,,,GEORGES ENTREPRISE,43.22A,NAFRev2,N,43.22G
483698908,00041,48369890800041,O,2024-04-12,NN,,,2025-12-05T18:43:50.11,true,A,O,,2005-09-01,1000,,,M,PAUL,,WILFRID,,,,WILFRID,,43.22A,NAFRev2,,,,NN,,00041,2025-12-06T06:30:19.376,PME,2023,PTE JEAN GILLES DERRIERE BBC,,,,ROUTE,DE MANGO,97300,CAYENNE,,97302,,,973020680_B,354031.17,545150.47,A,,,,UNIVERSAL PRESTATIONS,43.22A,NAFRev2,N,43.22G
484154257,00063,48415425700063,P,2025-09-01,NN,,,2025-12-06T00:33:40.423,true,A,P,,2005-10-12,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],43.22A,NAFRev2,,,,NN,,00063,2025-12-06T05:52:30.108,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],MACOURIA,,97305,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],43.22A,NAFRev2,N,43.22G
487507139,00011,48750713900011,O,2005-12-01,NN,,4776ZP,2025-12-05T20:51:32.411,true,A,O,,2005-12-01,1000,,,M,SIROPO,,ROBERT,,,,ROBERT,,43.22A,NAFRev2,,,,NN,,00011,2025-12-06T07:55:30.155,PME,2023,,2620,,,AVENUE,GASTON MONNERVILLE,97320,SAINT-LAURENT-DU-MARONI,,97311,,,973110053_B,166758.26830764383,607878.7669506691,A,,,,,43.22A,NAFRev2,N,43.22G
487742207,00011,48774220700011,O,2005-01-01,01,2023,,2025-12-06T04:14:09.79,true,A,O,,2005-01-01,5499,HVC PLOMBERIE PARTICIPATIONS ,HVC PLOMB PARTICIP,,,,,,,,,,43.22A,NAFRev2,,,,01,2023,00011,2025-12-06T05:15:22.798,PME,2023,,2,,,,COGNEAU LAMIRANDE,97351,MATOURY,,97307,,,97307b077_B,353096.4726683188,538659.4417012165,A,,,,,43.22A,NAFRev2,O,43.22G
488359662,00043,48835966200043,O,2022-04-04,NN,,4322AZ,2025-12-05T16:49:50.788,true,A,O,,2006-02-06,1000,,,M,TOUSSAINT,,JACKY,,,,JACKY,,43.22A,NAFRev2,,,,NN,,00043,2025-12-06T07:58:57.696,PME,2023,,4,,,CHEMIN,DE L'EGYPTIENNE,97351,MATOURY,,97307,,,973070833_B,351164.661142732,530148.8259130918,A,,,,ALFA PRESTATIONS,43.22A,NAFRev2,N,43.22G
494688500,00011,49468850000011,O,2007-03-01,NN,,4331ZB,2025-12-05T16:17:28.656,true,A,O,,2007-03-01,5499,TROPICAL PLOMBERIE,,,,,,,,,,,43.22A,NAFRev2,,,,NN,,00011,2025-12-06T08:52:21.612,PME,2023,"PK 7,5 - PROP. BARRAS",,,,ROUTE,DE MONTJOLY,97354,REMIRE-MONTJOLY,,97309,,,973092czcu9_B,358606.20473302866,543276.5494940002,A,,,,,43.22A,NAFRev2,O,43.22G
500705330,00016,50070533000016,O,2007-10-05,NN,,4399DA,2025-12-06T01:36:26.47,true,A,O,,2007-10-05,5499,PLOMB EXPRESS SERVICES,PES,,,,,,,,,,43.22A,NAFRev2,,,,NN,,00016,2025-12-06T09:45:23.984,PME,2023,,20,,,RUE,RAYMOND CRESSON,97310,KOUROU,,97304,,,973040666_B,317489.68998646166,569816.9572852121,A,,,,,43.22A,NAFRev2,N,43.22G
502041221,00032,50204122100032,O,2018-10-08,02,2023,4322AZ,2025-12-05T19:53:34.229,true,A,O,,2008-01-11,5710,P.C.S,P.C.S,,,,,,,,,,43.22A,NAFRev2,,N,,02,2023,00032,2025-12-06T09:37:17.182,PME,2023,,24,,,CITE,MORTIN,97300,CAYENNE,,97302,,,97302a325_B,353004.013887289,543452.8530737134,A,,,,,43.22A,NAFRev2,N,43.22G
502269301,00029,50226930100029,O,2009-10-23,NN,,,2025-12-05T16:49:52.229,false,A,O,,2008-02-01,5499,SPEED DEPANNAGE,,,,,,,,,,,43.22A,NAFRev2,,,,NN,,00011,2025-12-06T10:03:47.903,PME,2023,,13,,,LOTISSEMENT,CALIMBE II,97300,CAYENNE,,97302,,,97302A077_B,354301.7281851426,543783.652040333,A,SPEED ALU,,,,43.22A,NAFRev2,N,43.22G
503234833,00021,50323483300021,O,2011-07-13,NN,,4322AZ,2025-12-05T16:00:14.253,true,A,O,,2008-03-18,1000,,,M,BRUNEAU,,LUIZ,,,,LUIZ,,43.22A,NAFRev2,,,,NN,,00021,2025-12-06T07:16:00.996,PME,2023,,19,,,RUE,VICTOR CEIDE,97354,REMIRE-MONTJOLY,,97309,,,973090120_B,358337.65447956027,540270.9986704214,A,,,,BR PLOMBERIE,43.22A,NAFRev2,N,43.22G
504819863,00011,50481986300011,O,2008-06-19,NN,,4520AB,2025-12-06T04:44:10.637,true,A,O,,2008-06-19,1000,,,M,JEAN LOUIS,,MARIO,,,,MARIO,,43.22A,NAFRev2,,,,NN,,00011,2025-12-06T06:43:20.088,PME,2023,BALATA OUEST,13,,,RUE,WAPA,97351,MATOURY,,97307,,,973070300_B,351535.2117716911,540201.1953027527,A,,,,,43.22A,NAFRev2,N,43.22G
508455649,00048,50845564900048,O,2019-04-23,NN,,4322AZ,2025-12-05T17:48:56.422,true,A,O,,2008-11-07,1000,,,M,BOUCHER,,FRANCOIS,RICO,,,FRANCOIS,,43.22A,NAFRev2,,,,NN,,00048,2025-12-06T07:00:19.261,PME,2023,,34,B,,AVENUE,DE MONTRAVEL,97354,REMIRE-MONTJOLY,,97309,,,973090059_B,359667.25102418463,542803.3044264466,A,,,,PLOMBE SERVICE,43.22A,NAFRev2,O,43.22G
512799297,00019,51279929700019,O,2009-06-22,NN,,,2025-12-05T16:34:58.425,true,A,O,,2009-06-22,1000,,,M,KLOCK,,PATRICE RICHARD,,,,PATRICE RICHARD,,43.22A,NAFRev2,,,,NN,,00019,2025-12-06T10:52:37.081,PME,2023,,9,,,ALLEE,DES CASSIALATAS,97320,SAINT-LAURENT-DU-MARONI,,97311,,,973110462_B,163840.75197934092,608244.9605736393,A,,,,,43.22A,NAFRev2,N,43.22G
513073502,00017,51307350200017,O,2009-06-01,NN,,4322AZ,2025-12-05T20:25:52.819,true,A,O,,2009-06-01,1000,,,M,LEMEE,,GERARD,CHARLES,,,GERARD,,43.22A,NAFRev2,,,,NN,,00017,2025-12-06T07:17:09.877,PME,2023,,85,,,RUE,EMILE PAULINE,97310,KOUROU,,97304,,,97304zrcj_B,318376.49963082885,570737.5011647575,A,,,,,43.22A,NAFRev2,N,43.22G
513874289,00012,51387428900012,O,2009-07-17,NN,,,2025-12-05T21:03:08.361,true,A,O,,2009-07-17,1000,,,M,SOKE,,ANTINIE,,,,ANTINIE,,43.22A,NAFRev2,,,,NN,,00012,2025-12-06T11:00:12.287,PME,2023,,4,,,RUE,DES COMOUS,97310,KOUROU,,97304,,,973040679_B,318418.4891336786,570121.7691080916,A,,,,,43.22A,NAFRev2,N,43.22G
514299676,00023,51429967600023,O,2014-06-17,NN,,4322AZ,2025-12-05T20:50:52.754,true,A,O,,2009-08-17,5499,SERVICES PLOMBERIE ELECTRICITE,S.P.E.,,,,,,,,,,43.22A,NAFRev2,,N,,NN,,00023,2025-12-06T07:21:40.512,PME,2023,,,,,,PREFONTAINE,97355,MACOURIA,,97305,,,97305B029_C,,,A,,,,,43.22A,NAFRev2,N,43.22G
517587010,00011,51758701000011,O,2009-11-01,NN,,,2025-12-05T16:41:28.761,true,A,O,,2009-11-01,1000,,,M,EDOUARD,,MONTAGNER,,,,MONTAGNER,,43.22A,NAFRev2,,,,NN,,00011,2025-12-06T08:26:27.258,PME,2023,,44,B,,,LA LEVEE,97351,MATOURY,,97307,,,97307B041_C,,,A,,,,,43.22A,NAFRev2,N,43.22G
518600341,00029,51860034100029,O,2023-03-24,NN,,4322AZ,2025-12-05T21:28:52.32,true,A,O,,2010-01-10,1000,,,M,SALIBER,,JEAN-LOUIS,,,,JEAN-LOUIS,,43.22A,NAFRev2,,,,NN,,00029,2025-12-06T08:22:48.48,PME,2023,,13,,,,LES BALISIERS,97354,REMIRE MONTJOLY,,97309,,,97309B025_C,,,A,,,,JLS PLOMBERIE,43.22A,NAFRev2,N,43.22G
518871611,00019,51887161100019,O,2010-01-14,NN,,4333ZZ,2025-12-05T18:13:05.63,true,A,O,,2010-01-14,1000,,,M,ABAUNA,,BELISON,,,,BELISON,,43.22A,NAFRev2,,,,NN,,00019,2025-12-06T09:09:22.234,PME,2023,,70,,,RUE,DU MARONI,97310,KOUROU,,97304,,,973040440_B,318576.0163133159,570371.5064085881,A,,,,WATER WORLD PLOMBERIE,43.22A,NAFRev2,N,43.22G
520075276,00011,52007527600011,O,2009-12-08,NN,2023,4120AZ,2025-12-05T18:36:49.213,true,A,O,,2009-12-08,5710,GUYANE PLOMBERIE,,,,,,,,,,,43.22A,NAFRev2,,N,,NN,2023,00011,2025-12-06T10:46:36.496,PME,2023,,15,,,RUE,BAUDELAIRE,97310,KOUROU,,97304,,,,,,A,GUYANE PLOMBERIE,,,,43.22A,NAFRev2,O,43.22G
520153982,00019,52015398200019,O,2010-03-01,NN,,,2025-12-06T00:42:01.311,true,A,O,,2010-03-01,1000,,,M,LEHACAUT,,JEAN RENE,VINCENT,,,JEAN RENE,,43.22A,NAFRev2,,,,NN,,00019,2025-12-06T08:41:10.098,PME,2023,,27,,,CITE,RENOVATION URBAINE,97300,CAYENNE,,97302,,,97302A440_B,352615.79598023434,545309.1790278645,A,,,,JR LE PLOMBIER,43.22A,NAFRev2,N,43.22G
521487868,00015,52148786800015,O,2009-12-28,01,2023,4120AZ,2025-12-19T13:17:36.54,true,A,O,,2009-12-28,5710,PLOMBI PLUS,,,,,,,,,,,43.22A,NAFRev2,,,,01,2023,00015,2025-12-19T13:17:36.534,PME,2023,,12,,,RUE,MADAME LYDIE PICHEVIN,97300,CAYENNE,,97302,,,973020610_B,353063.50124607794,546266.0275382346,A,PLOMBI PLUS,,,,43.22A,NAFRev2,N,43.22G
521687103,00015,52168710300015,O,2010-05-01,02,2023,4399CZ,2025-12-06T04:12:47.733,true,A,O,,2010-05-01,5499,EURL ALCIDE PLOMBERIE,,,,,,,,,,,43.22A,NAFRev2,,,,02,2023,00015,2025-12-06T07:57:14.223,PME,2023,"PK 7,5 - CHEMIN POUPON",,,,ROUTE,DE MONTJOLY,97354,REMIRE-MONTJOLY,,97309,,,973092czcu9_B,358606.20473302866,543276.5494940002,A,,,,,43.22A,NAFRev2,O,43.22G
