siren,nic,siret,statutDiffusionEtablissement,dateCreationEtablissement,trancheEffectifsEtablissement,anneeEffectifsEtablissement,activitePrincipaleRegistreMetiersEtablissement,dateDernierTraitementEtablissement,etablissementSiege,etatAdministratifUniteLegale,statutDiffusionUniteLegale,unitePurgeeUniteLegale,dateCreationUniteLegale,categorieJuridiqueUniteLegale,denominationUniteLegale,sigleUniteLegale,sexeUniteLegale,nomUniteLegale,nomUsageUniteLegale,prenom1UniteLegale,prenom2UniteLegale,prenom3UniteLegale,prenom4UniteLegale,prenomUsuelUniteLegale,pseudonymeUniteLegale,activitePrincipaleUniteLegale,nomenclatureActivitePrincipaleUniteLegale,identifiantAssociationUniteLegale,economieSocialeSolidaireUniteLegale,societeMissionUniteLegale,trancheEffectifsUniteLegale,anneeEffectifsUniteLegale,nicSiegeUniteLegale,dateDernierTraitementUniteLegale,categorieEntreprise,anneeCategorieEntreprise,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,dernierNumeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,codeCommuneEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,identifiantAdresseEtablissement,coordonneeLambertAbscisseEtablissement,coordonneeLambertOrdonneeEtablissement,etatAdministratifEtablissement,enseigne1Etablissement,enseigne2Etablissement,enseigne3Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,nomenclatureActivitePrincipaleEtablissement,caractereEmployeurEtablissement,activitePrincipaleNAF25Etablissement
352059075,00023,35205907500023,O,1997-03-01,NN,,,2025-12-06T00:29:37.628,true,A,O,,1989-10-16,1000,,,M,VACARME,,JEAN,DOMINIQUE,,,JEAN,,43.22A,NAFRev2,,,,NN,,00023,2025-12-06T07:19:26.254,PME,2023,,101,,,CHEMIN,DIORE,97440,SAINT-ANDRE,,97409,,,974090620_B,359058.4478453278,7679949.549030401,A,,,,,43.22A,NAFRev2,N,43.22G
353269756,00030,35326975600030,O,2003-12-31,NN,,4322AZ,2025-12-05T15:59:21.156,true,A,O,,1990-01-24,1000,,,M,PIERRE,,JEAN,PATRICK,,,JEAN,,43.22A,NAFRev2,,,,NN,,00030,2025-12-06T07:30:07.876,PME,2023,,50,,,CHEMIN,TAMARIN SARDA,97419,LA POSSESSION,,97408,,,974080365_B,328291.1507753184,7685133.330801351,A,,,,,43.22A,NAFRev2,N,43.22G
353280399,00042,35328039900042,O,2014-01-01,01,2023,,2025-12-05T16:52:14.768,true,A,O,,1990-01-22,1000,,,M,GRONDIN,,GILBERT,PATRICK,,,GILBERT,,43.22A,NAFRev2,,,,01,2023,00042,2025-12-06T06:37:09.097,PME,2023,LOT LA CLAIRIERE,4,,,RUE,DU CARDINAL,97470,SAINT-BENOIT,,97410,,,974100078_B,364450.641079289,7670795.705228984,A,PLOMBERIE DEPANNAGE DE L'EST,,,PLOMBERIE DEPANNAGE DE L'EST,43.22A,NAFRev2,N,43.22G
378561062,00019,37856106200019,O,1990-06-25,NN,,,2025-12-06T04:05:54.751,true,A,O,,1990-06-25,5499,PLOMBERIE ELECTRICITE DE BOURBON,,,,,,,,,,,43.22A,NAFRev2,,,,NN,,00019,2025-12-06T08:51:52.385,PME,2023,,15,,,RUE,DES SALINS ST G LES BAINS,97411,SAINT-PAUL,,97415,,,,,,A,,,,,43.22A,NAFRev2,N,43.22G
380323238,00044,38032323800044,O,2013-11-20,NN,,,2025-12-05T16:34:45.699,true,A,O,,1991-01-02,1000,,,M,BUREL,,JEAN,PATRICE,,,JEAN,,43.22A,NAFRev2,,,,NN,,00044,2025-12-06T09:52:49.588,PME,2023,FACE DU CASE DES LIANES,19,,,RUE,DE LA CHAPELLE,97480,SAINT-JOSEPH,,97412,,,974120240_B,355067.86960910045,7638725.731426137,A,B.LE PLOMBIER,,,B.LE PLMOBIER,43.22A,NAFRev2,N,43.22G
381039379,00015,38103937900015,O,1991-02-26,NN,,,2025-12-06T00:13:34.964,true,A,O,,1991-02-26,1000,,,M,BLANC,,MARC,GABRIEL,,,MARC,,43.22A,NAFRev2,,,,NN,,00015,2025-12-06T11:08:41.165,PME,2023,,168,,,RUE,JULES BERTAUT,97430,LE TAMPON,,97422,,,974221100_B,346567.2755310989,7646381.9350122735,A,,,,,43.22A,NAFRev2,N,43.22G
384196226,00045,38419622600045,O,2024-02-28,NN,,,2025-12-05T19:11:18.764,true,A,O,,1992-01-20,1000,,,M,DOMINGUE,,JEAN,LOUIS,,,JEAN,,43.22A,NAFRev2,,,,NN,,00045,2025-12-06T06:36:18.383,PME,2023,LA MONTAGNE-,10,B,,CHEMIN,DU PERE GREMION,97417,SAINT-DENIS,,97411,,,974111096_B,333741.7449782763,7687037.056521801,A,,,,,43.22A,NAFRev2,N,43.22G
384240982,00031,38424098200031,O,2016-01-13,NN,,4322AZ,2025-12-05T16:23:11.386,true,A,O,,1992-02-01,1000,,,M,RAVIER,,ARNAULD,,,,ARNAULD,,43.22A,NAFRev2,,,,NN,,00031,2025-12-06T09:13:09.896,PME,2023,MONT VERT LES BAS,1,,,CHEMIN,SMITH,97410,SAINT-PIERRE,,97416,,,974160900_B,346704.35068437166,7639897.495260796,A,DIRPS,,,DIRPS,43.22A,NAFRev2,N,43.22G
384551446,00014,38455144600014,O,1992-02-24,NN,,4334ZB,2025-12-05T18:43:21.197,true,A,O,,1992-02-24,1000,,,M,GRONDIN,,JOHNY,,,,JOHNY,,43.22A,NAFRev2,,,,NN,,00014,2025-12-06T09:27:19.966,PME,2023,,775,,,CHEMIN,LEFAGUYES,97440,SAINT-ANDRE,,97409,,,974091100_B,361153.4946205537,7681873.465080388,A,,,,LES 5 G,43.22A,NAFRev2,N,43.22G
384862652,00029,38486265200029,O,2014-10-03,NN,,4322AZ,2025-12-05T18:55:06.905,true,A,O,,1992-04-01,1000,,,M,GRONDIN,,GERALD,EDMOND,,,GERALD,,43.22A,NAFRev2,,,,NN,,00029,2025-12-06T07:22:10.233,PME,2023,LOT EQUINOXE,25,B,,CHEMIN,COMMINS,97417,SAINT-DENIS,,97411,,,974110359_B,334709.0583365229,7688989.477069902,A,,,,CREATION BOIS ET PLOMBERIE SERVICES,43.22A,NAFRev2,O,43.22G
384894374,00022,38489437400022,O,1997-11-10,NN,,,2025-12-05T18:06:15.436,true,A,O,,1992-03-24,1000,,,M,ALCINOUS,,JEAN,CHRISTOPHE,,,JEAN,,43.22A,NAFRev2,,,,NN,,00022,2025-12-06T05:16:29.305,PME,2023,CD 4,98,,,,CORBEIL,97411,SAINT-PAUL,,97415,,,97415B235_C,,,A,,,,,43.22A,NAFRev2,N,43.22G
388708497,00044,38870849700044,O,2022-07-01,NN,,4322AZ,2025-12-06T03:24:21.387,true,A,O,,1992-10-05,1000,,,M,PLANTE,,DANIEL,JEAN,PIERRE,,DANIEL,,43.22A,NAFRev2,,,,NN,,00044,2025-12-06T10:03:31.431,PME,2023,,185,,,RUE,TERRE ROUGE,97440,SAINT-ANDRE,,97409,,,974091850_B,359239.6360748013,7681712.263392037,A,,,,,43.22A,NAFRev2,N,43.22G
388744245,00019,38874424500019,O,1992-10-20,NN,,4322AZ,2025-12-05T18:00:26.674,true,A,O,,1992-10-20,1000,,,M,PETREL,,CLOVIS,MICHEL,,,CLOVIS,,43.22A,NAFRev2,,,,NN,,00019,2025-12-06T06:03:14.527,PME,2023,,38,,,LOT,JAMROSATS,97400,SAINT DENIS,,97411,,,97411A243_C,,,A,,,,,43.22A,NAFRev2,N,43.22G
389913690,00027,38991369000027,O,1994-10-03,NN,,4322AZ,2025-12-05T16:44:04.338,true,A,O,,1993-02-09,1000,,,M,DOMINIQUE,,JEAN,LUC,EMILIEN,,JEAN,,43.22A,NAFRev2,,,,NN,,00027,2025-12-06T06:54:59.792,PME,2023,MONTESANO,22,,,RUE,CHIENDENT,97438,SAINTE-MARIE,,97418,,,974180088_B,348705.8594790475,7684124.528600286,A,,,,,43.22A,NAFRev2,N,43.22G
392012233,00061,39201223300061,O,2017-12-15,NN,,4322AZ,2025-12-05T23:37:03.356,true,A,O,,1993-08-03,1000,,,M,GOSSET,,BERNARD,LUCIEN,MARCEL,,BERNARD,,43.22A,NAFRev2,,,,NN,,00061,2025-12-06T08:11:06.798,PME,2023,,173,,,CHEMIN,DE LA BATTERIE,97436,SAINT-LEU,,97413,,,974130089_B,322472.6498571446,7658802.538667904,A,DPE-CABAZ,,,DPE-CABAZ,43.22A,NAFRev2,N,43.22G
392159273,00029,39215927300029,O,2003-07-28,NN,,,2025-12-05T17:07:56.232,true,A,O,,1993-09-01,1000,,,M,AIPAR,,ANDRE,JOSEPH,,,ANDRE,,43.22A,NAFRev2,,,,NN,,00029,2025-12-06T10:13:22.57,PME,2023,PETIT BAZAR,292,,,RUELLE,CLOVIS,97440,SAINT-ANDRE,,97409,,,974090500_B,359609.44692751596,7683410.3597845975,A,,,,,43.22A,NAFRev2,N,43.22G
392547667,00031,39254766700031,O,2005-01-01,01,2023,4322AZ,2025-12-05T20:34:47.983,true,A,O,,1993-10-01,1000,,,M,HUBERT,,JOEL,KARL,,,JOEL,,43.22A,NAFRev2,,,,01,2023,00031,2025-12-06T08:04:01.822,PME,2023,,104,,,CHEMIN,DES ROSIERS,97480,SAINT-JOSEPH,,97412,,,974121211_B,361573.8643658743,7637184.266964348,A,,,,,43.22A,NAFRev2,O,43.22G
392676854,00012,39267685400012,O,1993-10-05,NN,,,2025-12-06T04:40:20.356,true,A,O,,1993-10-05,5202,SNC DEPANNAGE EXPRESS SUD,,,,,,,,,,,43.22A,NAFRev2,,,,NN,,00012,2025-12-06T10:26:13.717,PME,2023,,67,,,CHEMIN,DESIRE,97429,PETITE-ILE,,97405,,,974050150_B,351238.4546137644,7640505.396883885,A,,,,,43.22A,NAFRev2,N,43.22G
397702143,00066,39770214300066,O,2021-02-01,NN,,4322AZ,2025-12-06T04:29:46.798,true,A,O,,1994-07-11,1000,,,M,DULAC,,ALBERT,,,,ALBERT,,43.22A,NAFRev2,,,,NN,,00066,2025-12-06T08:40:47.935,PME,2023,LA SALINE LES BAINS,210,,,RUE,DES ARGONAUTES,97434,SAINT-PAUL,,97415,,,974150045_B,317765.90152817266,7666128.966001741,A,,,,,43.22A,NAFRev2,N,43.22G
400237996,00048,40023799600048,O,2021-06-01,NN,,4322AZ,2025-12-05T19:00:13.315,true,A,O,,1995-03-07,1000,,,M,POINAPIN,,MAXIMIN,,,,MAXIMIN,,43.22A,NAFRev2,,,,NN,,00048,2025-12-06T08:15:44.557,PME,2023,,32,,,CHEMIN,DES CAPILLAIRES,97490,SAINT-DENIS,,97411,,,974110291_B,343438.4045309831,7683626.7330531785,A,ACCORD PLOMBERIE,,,MP PLOMEBRIE,43.22A,NAFRev2,N,43.22G
401144217,00023,40114421700023,O,2002-11-14,NN,,4322AZ,2025-12-06T03:50:42.381,true,A,O,,1995-05-15,1000,,,M,BEILLAN,,PHILIPPE,FREDERIC,,,PHILIPPE,,43.22A,NAFRev2,,,,NN,,00023,2025-12-06T10:47:27.827,PME,2023,,33,,,RUE,VIENNE,97414,ENTRE-DEUX,,97403,,,974030480_B,341011.38674415124,7648881.2737191655,A,,,,,43.22A,NAFRev2,N,43.22G
401267307,00023,40126730700023,O,2018-03-06,NN,,3320AZ,2025-12-05T23:44:21.249,true,A,O,,1995-06-12,1000,,,M,CONGA,,MICHEL,CLAUDE,,,MICHEL,,43.22A,NAFRev2,,,,NN,,00023,2025-12-06T05:20:55.922,PME,2023,,9,,,ALLEE,SAINT EXUPERY,97430,LE TAMPON,,97422,,,974221761_B,344623.4105725577,7648640.113220474,A,,,,,43.22A,NAFRev2,N,43.22H
401402227,00060,40140222700060,O,2025-02-03,NN,,,2026-01-14T17:59:21.865,true,A,O,,1995-06-19,1000,,,M,ERUDEL,,HENRI,CLAUDE,PATRICK,,HENRI,,43.22A,NAFRev2,,,,NN,,00060,2026-01-14T17:59:21.851,,,,3,,,RUE,EDMOND ROSTAND,97431,LA PLAINE-DES-PALMISTES,,97406,,,974060156_B,354544.46,7660568.0,A,,,,FERME DE LA TITE PLAINE,43.22A,NAFRev2,N,43.22G
401574678,00017,40157467800017,O,1995-06-29,NN,,,2025-12-05T18:03:02.244,true,A,O,,1995-06-29,1000,,,M,MAGUITE,,BERTRAND,,,,BERTRAND,,43.22A,NAFRev2,,,,NN,,00017,2025-12-06T07:17:46.785,PME,2023,BOIS ROUGE,133,,,RUE,BERNARDIN,97460,SAINT-PAUL,,97415,,,974150154_B,321980.1367903603,7674077.543950027,A,,,,PLOMBERIE INSTALLATION DEPANNAGE,43.22A,NAFRev2,N,43.22G
402524573,00019,40252457300019,O,1900-01-01,NN,,4322AZ,2025-12-06T04:13:05.403,true,A,O,,1995-10-10,1000,,,M,FERRAND,,PAUL,HENRI,,,PAUL,,43.22A,NAFRev2,,,,NN,,00019,2025-12-06T07:44:55.069,PME,2023,LES GREGUES,8,,,RUE,DES COCCINELLES,97480,SAINT-JOSEPH,,97412,,,974120294_B,355932.06707719225,7636175.204709804,A,,,,F.PLOMBERIE974,43.22A,NAFRev2,O,43.22G
405187964,00029,40518796400029,O,2011-08-22,NN,,4322AZ,2025-12-06T04:10:46.675,true,A,O,,1996-05-06,1000,,,M,IGOUF,,JEAN,YVES,,,JEAN,,43.22A,NAFRev2,,,,NN,,00029,2025-12-06T10:51:09.069,PME,2023,,26,,,RUE,RAYMOND BEGUE,97432,SAINT-PIERRE,,97416,,,974161049_B,344944.96978368406,7644482.518061943,A,,,,IJY ENTREPRISE,43.22A,NAFRev2,O,43.22G
409190766,00025,40919076600025,O,2012-10-11,NN,,4322AZ,2025-12-05T16:05:11.433,true,A,O,,1996-10-03,1000,,,M,IMIDI MAVOUBAA,,JEAN,FRANCOIS,,,JEAN,,43.22A,NAFRev2,,,,NN,,00025,2025-12-06T09:00:12.118,PME,2023,,245,,,RUE,DE LA REPUBLIQUE,97431,LA PLAINE-DES-PALMISTES,,97406,,,974060430_B,357897.97630990215,7662599.9298567735,A,,,,EST PLOMBERIE SANITAIRE,43.22A,NAFRev2,N,43.22G
410723787,00017,41072378700017,O,1997-02-01,NN,,4322AZ,2025-12-05T19:43:22.148,true,A,O,,1997-02-01,1000,,,M,GUEDAMA,,JEAN,EMMANUEL,,,JEAN,,43.22A,NAFRev2,,,,NN,,00017,2025-12-06T10:59:55.947,PME,2023,,82,T,,,TERRAIN ELISA,97438,SAINTE MARIE,,97418,,,97418B500_C,,,A,,,,,43.22A,NAFRev2,N,43.22G
410951719,00013,41095171900013,O,1997-02-11,01,2023,,2025-12-05T15:51:05.167,true,A,O,,1997-02-11,1000,,,M,AMOLVIN,,YOLAND,,,,YOLAND,,43.22A,NAFRev2,,,,01,2023,00013,2025-12-06T10:18:24.606,PME,2023,,33,B,,CHEMIN,MELCHIOR,97411,SAINT-PAUL,,97415,,,974151001_B,325643.7036195501,7677976.499561634,A,,,,,43.22A,NAFRev2,O,43.22G
411774821,00028,41177482100028,O,1997-12-01,12,2023,4322AZ,2025-12-05T23:21:55.793,true,A,O,,1997-01-01,5499,EPSC SARL,,,,,,,,,,,43.22A,NAFRev2,,N,,12,2023,00028,2025-12-06T05:14:34.473,PME,2023,,56,,,CHEMIN,MONDON,97430,LE TAMPON,,97422,,,974221385_B,343687.18527483335,7647908.467993544,A,,,,,43.22A,NAFRev2,O,43.22G
411983216,00028,41198321600028,O,1997-12-11,NN,,,2025-12-05T17:19:03.62,true,A,O,,1997-05-01,5499,SUN REUNION SARL,,,,,,,,,,,43.22A,NAFRev2,,,,NN,,00028,2025-12-06T09:13:25.109,PME,2023,,22,,,ROUTE,DE MOUFIA,97490,SAINT-DENIS,,97411,,,974110976_B,343087.7736658995,7688363.274681671,A,,,,,43.22A,NAFRev2,N,43.22G
412389868,00016,41238986800016,O,1997-05-01,NN,,,2025-12-05T22:56:43.532,true,A,O,,1997-05-01,5499,ENT POSE ENTRET MAINTEN DISCONNEC T P,EPMDTP,,,,,,,,,,43.22A,NAFRev2,,,,NN,,00016,2025-12-06T08:23:15.504,PME,2023,ZA FOUCHEROLLES,7,,,RUE,LYAUTEY,97400,SAINT-DENIS,,97411,,,,,,A,,,,,43.22A,NAFRev2,N,43.22G
414698555,00029,41469855500029,O,2000-11-24,00,2023,4322AZ,2025-12-05T19:54:06.912,true,A,O,,1997-07-01,5499,ELECTRICITE PLOMBERIE BATIMENT SOUTON,EPBS,,,,,,,,,,43.22A,NAFRev2,,N,,00,2023,00029,2025-12-06T07:44:02.078,PME,2023,,18,,,IMPASSE,COPERNIC,97438,SAINTE-MARIE,,97418,,,974180024_B,346804.1835232951,7684998.474577282,A,,,,,43.22A,NAFRev2,N,43.22G
415362078,00040,41536207800040,O,2025-02-10,NN,,,2025-12-05T17:48:00.836,true,A,O,,1997-02-01,1000,,,M,TURPIN,,JEAN,FRED,,,JEAN,,43.22A,NAFRev2,,,,NN,,00040,2025-12-06T10:14:01.194,PME,2023,,9,,,RUE,PIERRE MARINIER,97438,SAINTE-MARIE,,97418,,,974180348_B,347187.15,7688566.02,A,,,,CONNEXION PLOMBERIE PRESTIGE,43.22A,NAFRev2,N,43.22G
418486999,00091,41848699900091,O,2022-03-02,00,2023,4322AZ,2025-12-05T18:35:46.742,true,A,O,,1998-04-10,1000,,,M,RAMOUCHE,,EDDY,MICHEL,,,EDDY,,43.22A,NAFRev2,,,,00,2023,00091,2025-12-06T07:56:28.16,PME,2023,RES POTONIE APT B LA BRETAGNE,12,,,CHEMIN,DES CHOKAS,97490,SAINT-DENIS,,97411,,,974110322_B,342778.0282539211,7685031.965817723,A,,,,,43.22A,NAFRev2,O,43.22G
421631292,00016,42163129200016,O,1999-03-02,NN,,4322AZ,2025-12-05T23:54:46.33,true,A,O,,1999-03-02,1000,,,M,DIJOUX,,JUNOT,STANISLAS,,,JUNOT,,43.22A,NAFRev2,,,,NN,,00016,2025-12-06T06:58:33.462,PME,2023,RAVINE A MARQUET,7,,,CHEMIN,VAR,97419,LA POSSESSION,,97408,,,974080376_B,326227.3799580616,7682892.476492971,A,,,,,43.22A,NAFRev2,N,43.22G
422139022,00053,42213902200053,O,2021-09-02,NN,,4322AZ,2025-12-05T18:41:33.58,true,A,O,,1998-08-01,1000,,,M,CHAMAND,,JOSELITO,,,,JOSELITO,,43.22A,NAFRev2,,,,NN,,00053,2025-12-06T11:04:50.814,PME,2023,PK 17,19,,,CHEMIN,DES CHEVREFEUILLES,97430,LE TAMPON,,97422,,,974220333_B,346246.8608829219,7650938.104048468,A,,,,,43.22A,NAFRev2,N,43.22G
423045012,00014,42304501200014,O,1999-05-15,NN,,4322AZ,2025-12-05T17:27:05.345,true,A,O,,1999-05-15,5499,S.EAUX.S. PLOMBERIE DE LA SALINE SARL,,,,,,,,,,,43.22A,NAFRev2,,,,NN,,00014,2025-12-06T08:02:58.13,PME,2023,LA SALINE,69,,,RUE,DES SCALAIRES,97460,SAINT-PAUL,,97415,,,97415j4sv_B,317799.15466824896,7665968.558198098,A,S.EAUX.S. PLOMBERIE DE LA SALINE,,,,43.22A,NAFRev2,O,43.22G
424646750,00036,42464675000036,O,2006-03-08,NN,,,2025-12-05T20:12:02.995,true,A,O,,1999-10-20,1000,,,M,ELLAMA-MARIAYE,,FIRMIN,,,,FIRMIN,,43.22A,NAFRev2,,,,NN,,00036,2025-12-06T06:09:37.503,PME,2023,CAMBUSTON,366,,,CHEMIN,BLARD,97440,SAINT-ANDRE,,97409,,,974090180_B,359397.45654126606,7684500.656827021,A,,,,ENTREPRISE ELLAMA,43.22A,NAFRev2,N,43.22G
424780773,00026,42478077300026,O,2001-08-27,03,2023,4322AZ,2025-12-05T23:42:41.359,true,A,O,,1999-10-01,5499,HYDRO AUSTRAL,,,,,,,,,,,43.22A,NAFRev2,,,,03,2023,00026,2025-12-06T08:14:48.516,PME,2023,,23,,,RUE,DE LA BUSE,97460,SAINT-PAUL,,97415,,,974150260_B,320738.05096899986,7676079.224662483,A,,,,,43.22A,NAFRev2,O,43.22G
